"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
1508,"1","no_person","2024-09-13T03:27:33.846490Z",1508,"/data/upload/4/ecff46e0-September_08_2024_18_49_30.jpg",0.939,"2024-09-13T03:27:33.846542Z"
1509,"1","no_person","2024-09-13T03:27:35.756568Z",1509,"/data/upload/4/39c3f119-September_08_2024_18_50_39.jpg",0.978,"2024-09-13T03:27:35.756615Z"
1510,"1","no_person","2024-09-13T03:27:37.715390Z",1510,"/data/upload/4/328cfd31-September_08_2024_18_50_49.jpg",1.054,"2024-09-13T03:27:37.715456Z"
1511,"1","no_person","2024-09-13T03:27:40.011676Z",1511,"/data/upload/4/27c26317-September_08_2024_18_50_59.jpg",1.008,"2024-09-13T03:27:40.011722Z"
1512,"1","no_person","2024-09-13T03:27:41.993027Z",1512,"/data/upload/4/b4403bc7-September_08_2024_18_57_22.jpg",1.074,"2024-09-13T03:27:41.993073Z"
1513,"1","no_person","2024-09-13T03:27:43.828228Z",1513,"/data/upload/4/0db6e200-September_08_2024_18_57_32.jpg",0.905,"2024-09-13T03:27:43.828298Z"
1514,"1","no_person","2024-09-13T03:27:46.295490Z",1514,"/data/upload/4/d20c0458-September_08_2024_18_57_42.jpg",1.523,"2024-09-13T03:27:46.295535Z"
1515,"1","no_person","2024-09-13T03:27:48.085021Z",1515,"/data/upload/4/5d4216db-September_08_2024_18_57_51.jpg",0.875,"2024-09-13T03:27:48.085078Z"
1516,"1","no_person","2024-09-13T03:27:49.729744Z",1516,"/data/upload/4/52202fd1-September_08_2024_18_58_01.jpg",0.784,"2024-09-13T03:27:49.729793Z"
1517,"1","no_person","2024-09-13T03:27:51.536991Z",1517,"/data/upload/4/6195896b-September_08_2024_18_58_11.jpg",0.894,"2024-09-13T03:27:51.537036Z"
1518,"1","","2024-09-13T03:27:54.654977Z",1518,"/data/upload/4/d6432b0d-September_08_2024_18_59_01.jpg",2.219,"2024-09-13T03:27:54.655032Z"
1519,"1","no_person","2024-09-13T03:28:00.161746Z",1519,"/data/upload/4/b467b3f5-September_08_2024_18_59_46.jpg",9.014,"2024-09-13T03:28:14.643322Z"
1520,"1","no_person","2024-09-13T03:28:24.950468Z",1520,"/data/upload/4/9fcecf63-September_08_2024_18_59_55.jpg",3.449,"2024-09-13T03:28:24.950512Z"
1521,"1","no_person","2024-09-13T03:28:28.582790Z",1521,"/data/upload/4/d48524ae-September_08_2024_19_00_47.jpg",2.688,"2024-09-13T03:28:28.582837Z"
1522,"1","no_person","2024-09-13T03:28:36.829956Z",1522,"/data/upload/4/c4c28ab7-September_08_2024_19_05_04.jpg",7.38,"2024-09-13T03:28:36.830002Z"
1523,"1","no_person","2024-09-13T03:28:43.466931Z",1523,"/data/upload/4/08201ebc-September_08_2024_19_05_06.jpg",5.7,"2024-09-13T03:28:43.466981Z"
1524,"1","no_person","2024-09-13T03:28:47.129592Z",1524,"/data/upload/4/4bb67d88-September_08_2024_19_05_12.jpg",2.722,"2024-09-13T03:28:47.129637Z"
1525,"1","no_person","2024-09-13T03:28:49.841316Z",1525,"/data/upload/4/f84cafa8-September_08_2024_19_05_21.jpg",1.787,"2024-09-13T03:28:49.841365Z"
1526,"1","no_person","2024-09-13T03:28:51.917835Z",1526,"/data/upload/4/51cf26d4-September_08_2024_19_05_31.jpg",1.133,"2024-09-13T03:28:51.917885Z"
1527,"1","no_person","2024-09-13T03:28:53.952727Z",1527,"/data/upload/4/296d3b91-September_08_2024_19_06_23.jpg",1.071,"2024-09-13T03:28:53.952779Z"
1528,"1","no_person","2024-09-13T03:29:00.296099Z",1528,"/data/upload/4/53eb419c-September_08_2024_19_06_33.jpg",5.356,"2024-09-13T03:29:00.296148Z"
1529,"1","no_person","2024-09-13T03:29:02.616955Z",1529,"/data/upload/4/e16b3a0e-September_08_2024_19_06_43.jpg",1.47,"2024-09-13T03:29:02.617005Z"
1530,"1","no_person","2024-09-13T03:29:04.694127Z",1530,"/data/upload/4/026d289e-September_08_2024_19_06_53.jpg",1.206,"2024-09-13T03:29:04.694177Z"
1531,"1","no_person","2024-09-13T03:29:06.920881Z",1531,"/data/upload/4/c55055f9-September_08_2024_19_07_41.jpg",1.379,"2024-09-13T03:29:06.920932Z"
1532,"1","no_person","2024-09-13T03:29:08.797502Z",1532,"/data/upload/4/8f9a678a-September_08_2024_19_07_51.jpg",1.018,"2024-09-13T03:29:08.797567Z"
1533,"1","no_person","2024-09-13T03:29:10.857505Z",1533,"/data/upload/4/70aa8bae-September_08_2024_19_08_01.jpg",1.006,"2024-09-13T03:29:10.857551Z"
1534,"1","no_person","2024-09-13T03:29:12.937365Z",1534,"/data/upload/4/a390e82f-September_08_2024_19_08_11.jpg",1.228,"2024-09-13T03:29:12.937408Z"
1535,"1","no_person","2024-09-13T03:29:14.830711Z",1535,"/data/upload/4/ce61d3f9-September_08_2024_19_08_24.jpg",1.121,"2024-09-13T03:29:14.830759Z"
1536,"1","no_person","2024-09-13T03:29:16.703439Z",1536,"/data/upload/4/7f336db8-September_08_2024_19_08_26.jpg",1.033,"2024-09-13T03:29:16.703485Z"
1537,"1","no_person","2024-09-13T03:29:26.755509Z",1537,"/data/upload/4/f28c35a7-September_08_2024_22_07_59.jpg",9.115,"2024-09-13T03:29:26.755558Z"
1538,"1","no_person","2024-09-13T03:29:34.529312Z",1538,"/data/upload/4/c9041c66-September_08_2024_22_08_09.jpg",6.788,"2024-09-13T03:29:34.529357Z"
1539,"1","no_person","2024-09-13T03:29:36.317220Z",1539,"/data/upload/4/01cfb111-September_08_2024_22_08_19.jpg",0.924,"2024-09-13T03:29:36.317273Z"
1540,"1","no_person","2024-09-13T03:29:38.286645Z",1540,"/data/upload/4/cd52db5d-September_08_2024_22_08_29.jpg",1.036,"2024-09-13T03:29:38.286706Z"
1541,"1","no_person","2024-09-13T03:29:40.064146Z",1541,"/data/upload/4/283f3428-September_08_2024_22_08_39.jpg",0.9,"2024-09-13T03:29:40.064193Z"
1542,"1","no_person","2024-09-13T03:29:43.582822Z",1542,"/data/upload/4/6102905f-September_08_2024_22_08_49.jpg",2.677,"2024-09-13T03:29:43.582869Z"
1543,"1","no_person","2024-09-13T03:29:45.350141Z",1543,"/data/upload/4/1217cbde-September_08_2024_22_08_59.jpg",0.888,"2024-09-13T03:29:45.350189Z"
1544,"1","no_person","2024-09-13T03:29:47.134852Z",1544,"/data/upload/4/449a4f4c-September_08_2024_22_09_42.jpg",0.946,"2024-09-13T03:29:47.134898Z"
1545,"1","no_person","2024-09-13T03:29:50.880767Z",1545,"/data/upload/4/40c85a87-September_08_2024_22_09_52.jpg",2.887,"2024-09-13T03:29:50.880819Z"
1546,"1","no_person","2024-09-13T03:29:53.307497Z",1546,"/data/upload/4/164c1495-September_08_2024_22_10_03.jpg",1.517,"2024-09-13T03:29:53.307546Z"
1547,"1","no_person","2024-09-13T03:29:55.158081Z",1547,"/data/upload/4/b745c805-September_08_2024_22_10_13.jpg",0.98,"2024-09-13T03:29:55.158126Z"
1548,"1","no_person","2024-09-13T03:29:57.229997Z",1548,"/data/upload/4/6f5445ae-September_08_2024_22_10_23.jpg",1.186,"2024-09-13T03:29:57.230044Z"
1549,"1","no_person","2024-09-13T03:29:59.289910Z",1549,"/data/upload/4/f41aa2a8-September_08_2024_22_10_33.jpg",1.213,"2024-09-13T03:29:59.289955Z"
1550,"1","","2024-09-13T03:30:05.427284Z",1550,"/data/upload/4/141fa995-September_08_2024_22_10_43.jpg",5.19,"2024-09-13T03:30:05.427333Z"
1551,"1","no_person","2024-09-13T03:30:07.413233Z",1551,"/data/upload/4/7a172366-September_08_2024_22_10_54.jpg",1.113,"2024-09-13T03:30:07.413281Z"
1552,"1","no_person","2024-09-13T03:30:12.855589Z",1552,"/data/upload/4/fe19eb56-September_08_2024_22_29_37.jpg",4.51,"2024-09-13T03:30:12.855640Z"
1553,"1","person","2024-09-13T03:30:16.860322Z",1553,"/data/upload/4/c153f808-September_08_2024_22_30_27.jpg",3.013,"2024-09-13T03:30:16.860394Z"
1554,"1","person","2024-09-13T03:30:19.049188Z",1554,"/data/upload/4/109a05a2-September_08_2024_22_30_37.jpg",1.298,"2024-09-13T03:30:19.049244Z"
1555,"1","person","2024-09-13T03:30:23.776445Z",1555,"/data/upload/4/4371b8b0-September_08_2024_22_30_47.jpg",3.847,"2024-09-13T03:30:23.776492Z"
1556,"1","no_person","2024-09-13T03:30:32.764002Z",1556,"/data/upload/4/44256331-September_08_2024_22_31_00.jpg",8.032,"2024-09-13T03:30:32.764046Z"
1557,"1","person","2024-09-13T03:30:36.361885Z",1557,"/data/upload/4/6a7cc273-September_08_2024_22_31_12.jpg",2.642,"2024-09-13T03:30:36.361944Z"
1558,"1","person","2024-09-13T03:30:38.731163Z",1558,"/data/upload/4/e6a3014a-September_08_2024_22_31_23.jpg",1.491,"2024-09-13T03:30:38.731207Z"
1559,"1","person","2024-09-13T03:30:41.071513Z",1559,"/data/upload/4/2d6c3909-September_08_2024_22_31_33.jpg",1.539,"2024-09-13T03:30:41.071662Z"
1560,"1","no_person","2024-09-13T03:30:44.855416Z",1560,"/data/upload/4/49cf09f1-September_08_2024_22_31_43.jpg",2.865,"2024-09-13T03:30:44.855464Z"
1561,"1","no_person","2024-09-13T03:30:48.230148Z",1561,"/data/upload/4/bb2f9ac4-September_08_2024_22_31_53.jpg",2.456,"2024-09-13T03:30:48.230199Z"
1562,"1","no_person","2024-09-13T03:30:50.377008Z",1562,"/data/upload/4/52035b09-September_08_2024_22_32_04.jpg",1.162,"2024-09-13T03:30:50.377053Z"
1563,"1","no_person","2024-09-13T03:30:52.377095Z",1563,"/data/upload/4/3829f36a-September_08_2024_22_32_14.jpg",1.106,"2024-09-13T03:30:52.377165Z"
1564,"1","no_person","2024-09-13T03:30:54.444651Z",1564,"/data/upload/4/400d5a54-September_08_2024_22_32_24.jpg",1.17,"2024-09-13T03:30:54.444696Z"
1565,"1","no_person","2024-09-13T03:30:56.309120Z",1565,"/data/upload/4/1f8c8ce4-September_08_2024_22_32_34.jpg",0.923,"2024-09-13T03:30:56.309164Z"
1566,"1","no_person","2024-09-13T03:30:58.350726Z",1566,"/data/upload/4/1d059cb2-September_08_2024_22_32_44.jpg",1.12,"2024-09-13T03:30:58.350771Z"
1567,"1","","2024-09-13T03:31:07.792340Z",1567,"/data/upload/4/a99a49ef-September_08_2024_23_01_45.jpg",8.526,"2024-09-13T03:31:07.792384Z"
1568,"1","no_person","2024-09-13T03:31:11.119549Z",1568,"/data/upload/4/0dd3ac6c-September_08_2024_23_01_55.jpg",2.491,"2024-09-13T03:31:11.119623Z"
1569,"1","no_person","2024-09-13T03:31:13.581394Z",1569,"/data/upload/4/2c0513d8-September_08_2024_23_02_06.jpg",1.521,"2024-09-13T03:31:13.581464Z"
1570,"1","no_person","2024-09-13T03:31:17.141646Z",1570,"/data/upload/4/2b3f62a5-September_08_2024_23_02_16.jpg",2.633,"2024-09-13T03:31:17.141707Z"
1571,"1","no_person","2024-09-13T03:31:19.184462Z",1571,"/data/upload/4/f6edf680-September_08_2024_23_02_26.jpg",1.169,"2024-09-13T03:31:19.184508Z"
1572,"1","no_person","2024-09-13T03:31:21.283636Z",1572,"/data/upload/4/19d63034-September_08_2024_23_02_36.jpg",1.048,"2024-09-13T03:31:21.283694Z"
1573,"1","no_person","2024-09-13T03:31:23.213475Z",1573,"/data/upload/4/c0adf6b3-September_08_2024_23_02_46.jpg",0.908,"2024-09-13T03:31:23.213520Z"
1574,"1","no_person","2024-09-13T03:31:27.794208Z",1574,"/data/upload/4/124e5898-September_08_2024_23_05_00.jpg",3.655,"2024-09-13T03:31:27.794257Z"
1575,"1","no_person","2024-09-13T03:31:29.675768Z",1575,"/data/upload/4/f63e97a0-September_08_2024_23_05_10.jpg",1.045,"2024-09-13T03:31:29.675816Z"
1576,"1","no_person","2024-09-13T03:31:34.667199Z",1576,"/data/upload/4/1f3758ac-September_08_2024_23_26_56.jpg",4.156,"2024-09-13T03:31:34.667244Z"
1577,"1","no_person","2024-09-13T03:31:40.480632Z",1577,"/data/upload/4/ebd71c2e-September_08_2024_23_27_07.jpg",4.963,"2024-09-13T03:31:40.480679Z"
1578,"1","no_person","2024-09-13T03:31:42.667662Z",1578,"/data/upload/4/94f1dc35-September_08_2024_23_27_10.jpg",1.23,"2024-09-13T03:31:42.667718Z"
1579,"1","no_person","2024-09-13T03:31:44.554839Z",1579,"/data/upload/4/f5859309-September_08_2024_23_40_33.jpg",0.998,"2024-09-13T03:31:44.554883Z"
1580,"1","no_person","2024-09-13T03:32:11.490911Z",1580,"/data/upload/4/2ec16d9e-September_08_2024_23_40_43.jpg",26.024,"2024-09-13T03:32:11.490956Z"
1581,"1","no_person","2024-09-13T03:32:21.132662Z",1581,"/data/upload/4/74034857-September_08_2024_23_56_17.jpg",8.635,"2024-09-13T03:32:21.132715Z"
1582,"1","person","2024-09-13T03:32:30.028787Z",1582,"/data/upload/4/01635f1d-September_08_2024_23_56_27.jpg",7.976,"2024-09-13T03:32:30.028833Z"
1583,"1","no_person","2024-09-13T03:32:38.822677Z",1583,"/data/upload/4/77a1487d-September_08_2024_23_56_41.jpg",7.99,"2024-09-13T03:32:38.822724Z"
1584,"1","no_person","2024-09-13T03:32:41.147071Z",1584,"/data/upload/4/0b3ce005-September_08_2024_23_57_22.jpg",1.435,"2024-09-13T03:32:41.147120Z"
1585,"1","no_person","2024-09-13T03:32:43.297940Z",1585,"/data/upload/4/3aaa5082-September_09_2024_00_07_38.jpg",1.11,"2024-09-13T03:32:43.297988Z"
1586,"1","no_person","2024-09-13T03:32:45.641799Z",1586,"/data/upload/4/2bd9582e-September_09_2024_00_07_46.jpg",1.499,"2024-09-13T03:32:45.641848Z"
1587,"1","no_person","2024-09-13T03:32:48.285888Z",1587,"/data/upload/4/035e51b2-September_09_2024_00_07_48.jpg",1.755,"2024-09-13T03:32:48.285936Z"
